Strategy,TopTickers,AvgReturn,TotalReturn,MaxDrawdown,HitRate
A,"CEG,CZR,NCLH,TSLA,CRWD,EQT,XYZ,SMCI,MRNA,APA",0.00155495533806755,10.391920516310424,0.34272964174168974,0.2642989417989418
B,"MRNA,BBWI,AMP,ENPH,META,GEHC,MPWR,MGM,HCA,MSI",0.00158511620192451,10.96660951558754,0.2666057685045697,0.2179172679172679
