Ticker,HitRate,AvgReturn,TotalReturn,MaxDrawdown
BKNG,0.25132275132275134,0.00018736542745880928,0.141460897731401,0.3297363307343095
PPL,0.2526455026455027,0.00018360225259138042,0.1386197007064922,0.2424755200259489
WFC,0.23544973544973544,0.000181476394798641,0.13701467807297396,0.20558741583454063
IPG,0.2605820105820106,0.00017912034148939645,0.13523585782449432,0.43523217706240835
NVDA,0.2843915343915344,0.00017867258630376568,0.1348978026593431,0.2856106784541858
TDY,0.28703703703703703,0.0001783541189886096,0.13465735983640026,0.22899121799205988
CSGP,0.2328042328042328,0.00017575395793793536,0.1326942382431412,0.22720294269943675
AAPL,0.24867724867724866,0.00017482582519059596,0.13199349801889995,0.2963744980975417
RL,0.2698412698412698,0.00017446921498160314,0.13172425731111037,0.22254173539973027
MA,0.25925925925925924,0.000172748371566477,0.13042502053269012,0.1893844676375205
YUM,0.2804232804232804,0.0001705006859251405,0.12872801787348107,0.1186577276944103
OKE,0.2619047619047619,0.00016942311660784906,0.12791445303892604,0.2945790610225087
ATO,0.2698412698412698,0.00016889724175448098,0.12751741752463314,0.1774140495934148
LRCX,0.24867724867724866,0.00016848482539948912,0.1272060431766143,0.35098199609499586
ESS,0.2724867724867725,0.00016804494127250263,0.1268739306607395,0.27397983406523185
ANET,0.2552910052910053,0.00016738580627731234,0.12637628373937082,0.20144197100946282
GDDY,0.25396825396825395,0.00016734650930453097,0.12634661452492088,0.20522703775193948
BXP,0.24206349206349206,0.00016621735619174615,0.12549410392476834,0.20932597021528787
IQV,0.2671957671957672,0.0001634332622337228,0.12339211298646072,0.15567881882804985
JBL,0.26587301587301587,0.00016221359238974316,0.12247126225425609,0.33985163109198757
CCL,0.20502645502645503,0.0001593124033330428,0.12028086451644732,0.46245987804370736
INTU,0.2777777777777778,0.00015918263010706354,0.12018288573083297,0.2974165320600076
NWSA,0.2552910052910053,0.0001571418661470844,0.11864210894104874,0.3620872213185801
TYL,0.25132275132275134,0.00015619035506394201,0.11792371807327623,0.16780919986011872
ABNB,0.22393822393822393,0.00015497097122168206,0.08011999212160963,0.18078217512594974
ED,0.2724867724867725,0.0001548806011730166,0.11693485388562752,0.17819523232508128
PNR,0.2698412698412698,0.00015470620194338642,0.11680318246725674,0.35146181199389553
EFX,0.26851851851851855,0.00015401674805828294,0.11628264478400363,0.3569117353711161
UPS,0.25925925925925924,0.00015013689332369736,0.11335335445939151,0.19492662166993802
GL,0.2526455026455027,0.00014830437432412772,0.11196980261471644,0.21687375279870375
ETN,0.2566137566137566,0.00014816109502074245,0.11186162674066055,0.26383158240191706
DIS,0.20634920634920634,0.000147978649777246,0.11172388058182074,0.17424467639729413
MAA,0.2671957671957672,0.00014524972521420818,0.10966354253672718,0.1604220031239839
PYPL,0.24735449735449735,0.00014315236057419096,0.10808003223351417,0.36076251362662654
TECH,0.25132275132275134,0.00014252170015713352,0.10760388361863582,0.28467258858798217
ERIE,0.2698412698412698,0.00013813939548206725,0.10429524358896078,0.17769875364898463
PLD,0.2962962962962963,0.00013805286544212053,0.104229913408801,0.28553099820319466
CMS,0.2777777777777778,0.00013765178458240783,0.10392709735971792,0.21889450449965175
MMC,0.28835978835978837,0.00013328223910069354,0.10062809052102362,0.1524901117538951
OMC,0.25,0.00013203080251338983,0.09968325589760932,0.26848812033379343
ABBV,0.2923280423280423,0.0001305330487407909,0.09855245179929713,0.15925367198973456
SBAC,0.26455026455026454,0.00012905517682926623,0.09743665850609601,0.37743129644418144
KMB,0.24338624338624337,0.00012818300639722238,0.0967781698299029,0.0985498637534492
ES,0.23677248677248677,0.0001254424212495248,0.09470902804339121,0.2728934833323845
BLK,0.29365079365079366,0.00012343251146144395,0.09319154615339019,0.15818079184957856
RF,0.24206349206349206,0.00012039156699314008,0.09089563307982076,0.42100411280272676
SJM,0.3029100529100529,0.00011649938277218851,0.08795703399300232,0.21962063339030896
ELV,0.25,0.00011577022522149508,0.08740652004222879,0.2726355588418744
PNW,0.2619047619047619,0.0001143922237843976,0.08636612895722019,0.26143614460892395
ABT,0.25396825396825395,0.0001142004743273036,0.08622135811711422,0.18025606222864993
EXC,0.2804232804232804,0.00011340441781632341,0.08562033545132418,0.13606793200177558
AFL,0.28835978835978837,0.00011295799275643852,0.08528328453111109,0.2274980994773938
CL,0.2698412698412698,0.00011204465215204596,0.0845937123747947,0.09956662051629861
MCO,0.27645502645502645,0.00011011376933170089,0.08313589584543417,0.2080302024496079
ALL,0.2671957671957672,0.0001087896656437154,0.08213619756100513,0.20112366454742087
CDW,0.2526455026455027,0.000106666699564086,0.08053335817088493,0.22373349903960058
DOV,0.2804232804232804,0.00010501447391922436,0.07928592780901439,0.23623804721597824
ICE,0.2605820105820106,0.00010439101275587461,0.07881521463068533,0.18076044824605678
GE,0.22883597883597884,0.00010371350030151074,0.07830369272764061,0.3039389404589674
PPG,0.26322751322751325,9.026069518713458e-05,0.0681468248662866,0.19258894708205404
TJX,0.2526455026455027,8.646103816303837e-05,0.06527808381309397,0.22880720588370043
GRMN,0.25132275132275134,8.367287349177393e-05,0.06317301948628931,0.20469278898369195
SO,0.26587301587301587,7.776882002668107e-05,0.05871545912014421,0.21586318746355057
MTD,0.3002645502645503,7.68426944443699e-05,0.05801623430549927,0.2167182013565993
NDSN,0.24867724867724866,7.647225998716414e-05,0.057736556290308924,0.18516955338918803
NWS,0.24735449735449735,7.557528470514723e-05,0.05705933995238616,0.31655774983692714
BBWI,0.2275132275132275,7.229173248892856e-05,0.05458025802914107,0.4034286502312713
LNT,0.26322751322751325,7.069833059567683e-05,0.053377239599736004,0.22080017311376704
RTX,0.24735449735449735,6.834558100846088e-05,0.05160091366138796,0.19507283306684164
TROW,0.2751322751322751,6.794945063865963e-05,0.05130183523218802,0.2209656737145787
AIZ,0.2923280423280423,6.476707220505431e-05,0.048899139514816004,0.33801926146017003
GIS,0.2830687830687831,6.393153620416676e-05,0.0482683098341459,0.2408506972303693
UNP,0.2791005291005291,6.261564996239442e-05,0.047274815721607785,0.12480827669758872
MHK,0.23412698412698413,5.80971942048125e-05,0.043863381624633435,0.4026689480586969
ROP,0.2857142857142857,5.789866014627731e-05,0.04371348841043937,0.2515633756387853
DTE,0.25396825396825395,5.2803901766806405e-05,0.039866945833938836,0.18663289380032008
KIM,0.26587301587301587,5.1976261508528236e-05,0.039242077438938816,0.3802964575841354
DOW,0.24603174603174602,5.1482097146029135e-05,0.038868983345251996,0.33630132957038567
LYV,0.22354497354497355,5.1157988341692245e-05,0.038624281197977645,0.536942382004121
TXT,0.25132275132275134,5.081859394416759e-05,0.03836803842784653,0.35123571069961046
HUBB,0.26455026455026454,5.063500975050347e-05,0.03822943236163012,0.2086704152235475
AMGN,0.23809523809523808,5.030504437200183e-05,0.03798030850086138,0.1568344561589911
APH,0.2804232804232804,4.8053605309320695e-05,0.036280472008537124,0.29901180669983723
LUV,0.2275132275132275,4.325348263772833e-05,0.032656379391484885,0.22468900895573946
LMT,0.2724867724867725,4.232685173779794e-05,0.031956773062037445,0.1968221936894307
IDXX,0.28703703703703703,4.0665460571546055e-05,0.03070242273151727,0.16315247392922194
XEL,0.27116402116402116,3.9230900523968785e-05,0.02961932989559643,0.2723700110679881
COF,0.2526455026455027,3.9063892131664565e-05,0.029493238559406748,0.3619073315466956
NEM,0.24074074074074073,3.6145382231232485e-05,0.027289763584580524,0.23314083785307788
V,0.26851851851851855,3.606735756410254e-05,0.027230854960897416,0.17891683432267141
WST,0.2896825396825397,3.55559087435369e-05,0.026844711101370364,0.21457234229937308
EL,0.26851851851851855,3.417192336225831e-05,0.025799802138505024,0.4342287001849247
DPZ,0.23809523809523808,3.2809030002672734e-05,0.024770817652017912,0.27740487509548917
ECL,0.2605820105820106,3.033010439567372e-05,0.022899228818733658,0.369208121096082
FTV,0.24206349206349206,3.0146042402648215e-05,0.022760262013999402,0.35119683215025715
CCI,0.27380952380952384,2.8699575130905798e-05,0.021668179223833878,0.24718166642543493
MDLZ,0.26455026455026454,2.7184468467855836e-05,0.020524273693231156,0.10791956781072601
HPQ,0.28835978835978837,2.5026122785729003e-05,0.018894722703225397,0.33537111106782147
KMI,0.24603174603174602,1.8125861037936497e-05,0.013685025083642055,0.2360536560334307
STX,0.2671957671957672,1.5039782776189992e-05,0.011355035996023444,0.38943339877768396
SNPS,0.27380952380952384,1.1297036410307766e-05,0.008529262489782363,0.34362751856593526
STT,0.24867724867724866,9.28037230130094e-06,0.00700668108748221,0.19083634089071067
AON,0.2724867724867725,8.853800587976655e-06,0.006684619443922374,0.21163788806466802
NSC,0.26455026455026454,8.3329067545701e-06,0.0062913445997004255,0.18674656339142087
EA,0.2671957671957672,6.7072293743310145e-06,0.005063958177619916,0.15930633637893718
IEX,0.2777777777777778,6.531638537764954e-06,0.0049313870960125405,0.25243264944027405
WDC,0.22354497354497355,5.344896356661557e-06,0.004035396749279475,0.25820359125540754
DHI,0.2619047619047619,4.038855964467251e-06,0.003049336253172774,0.42993253224635564
GD,0.2777777777777778,1.9052048770254845e-06,0.0014384296821542408,0.2055776828636454
REGN,0.24735449735449735,1.4895767077427293e-06,0.0011246304143457606,0.26745594844951
ADP,0.26587301587301587,-9.80775853935e-07,-0.000740485769720925,0.20075919267241882
TEL,0.26455026455026454,-2.344821959495963e-06,-0.0017703405794194521,0.2082514670116863
HD,0.2830687830687831,-3.238016797424378e-06,-0.002444702682055405,0.25277839480460845
CHD,0.2671957671957672,-4.616542047872998e-06,-0.0034854892461441134,0.17079214625193145
CAG,0.26455026455026454,-5.889489756069971e-06,-0.004446564765832828,0.15284206504131392
WBD,0.24603174603174602,-7.4505044413269145e-06,-0.005625130853201821,0.8734431820546311
MPC,0.2619047619047619,-1.3605224601298813e-05,-0.010271944573980604,0.4836874207264944
VRSK,0.2830687830687831,-1.3936877834217833e-05,-0.010522342764834464,0.15047827680427747
DAL,0.21428571428571427,-1.5803824626621434e-05,-0.011931887593099183,0.3697204988145562
HCA,0.23941798941798942,-2.0653032805344426e-05,-0.015593039768035041,0.29264966884488997
KEYS,0.27380952380952384,-2.6081244532966853e-05,-0.019691339622389975,0.23057712623501514
