Ticker,HitRateA,AvgReturnA,TotalReturnA,MaxDrawdownA,HitRateB,AvgReturnB,TotalReturnB,MaxDrawdownB,BestAvgReturn,WinningSignal
DOV,0.2804232804232804,0.00010501447391922436,0.07928592780901439,0.23623804721597824,0.21296296296296297,0.0009677796695278436,0.730673650493522,0.09530107994431636,0.0009677796695278436,MeanReversion
OXY,0.23677248677248677,0.0009517084015244846,0.7185398431509858,0.37930903550412265,0.24735449735449735,-0.000776170163421949,-0.5860084733835715,0.9273816345909709,0.0009517084015244846,Momentum
PODD,0.2791005291005291,0.0002610087114881551,0.19706157717355707,0.21768173785694933,0.2275132275132275,0.0009507381746885767,0.7178073218898754,0.3149576136576683,0.0009507381746885767,MeanReversion
UAL,0.23015873015873015,0.0009499174342099822,0.7171876628285365,0.3246917610401133,0.26587301587301587,0.00011930898436035351,0.0900782831920669,0.5520016628120179,0.0009499174342099822,Momentum
PCG,0.23148148148148148,0.00045572686067400954,0.3440737798088772,0.26351241238856615,0.23015873015873015,0.0009432721185526646,0.7121704495072618,0.20533211118277328,0.0009432721185526646,MeanReversion
WY,0.26851851851851855,0.0005331552919780655,0.40253224544343946,0.26545599130064823,0.2208994708994709,0.0009423143422126407,0.7114473283705437,0.2116350199211203,0.0009423143422126407,MeanReversion
ROK,0.2619047619047619,0.0002443358942431652,0.1844736001535897,0.16806053631172246,0.2275132275132275,0.0009327368699087658,0.7042163367811182,0.1773157535791245,0.0009327368699087658,MeanReversion
STZ,0.28703703703703703,0.0009305767114756998,0.7025854171641533,0.10052172386754898,0.24074074074074073,-0.0001121466378961633,-0.08467071161160329,0.21405775194308782,0.0009305767114756998,Momentum
LRCX,0.24867724867724866,0.00016848482539948912,0.1272060431766143,0.35098199609499586,0.22354497354497355,0.0009289465768872627,0.7013546655498833,0.3498317879438679,0.0009289465768872627,MeanReversion
MSFT,0.2526455026455027,-0.0006216664789356175,-0.4693581915963912,0.5051214065277956,0.21164021164021163,0.0009268604579344857,0.6997796457405367,0.12915289248648953,0.0009268604579344857,MeanReversion
POOL,0.28174603174603174,-0.0003434148553282215,-0.25927821577280724,0.3905109059865258,0.20899470899470898,0.0009252074806475871,0.6985316478889283,0.17249663416597116,0.0009252074806475871,MeanReversion
MPC,0.2619047619047619,-1.3605224601298813e-05,-0.010271944573980604,0.4836874207264944,0.20767195767195767,0.0009207505507478356,0.6951666658146158,0.3423925827996627,0.0009207505507478356,MeanReversion
FSLR,0.2552910052910053,0.0009189738622259466,0.6938252659805897,0.24477529069613563,0.2328042328042328,0.000320600126804653,0.242053095737513,0.31696330886848645,0.0009189738622259466,Momentum
NVR,0.2566137566137566,-7.106685274278279e-05,-0.053655473820801006,0.28549925982182,0.23677248677248677,0.000905236447815357,0.6834535181005945,0.3083675793438039,0.000905236447815357,MeanReversion
TTD,0.2804232804232804,0.0008876400612434613,0.6701682462388133,0.2837900259054279,0.23941798941798942,0.0004783699349721778,0.36116930090399424,0.4782221076899888,0.0008876400612434613,Momentum
BIIB,0.20899470899470898,-5.9592298638491785e-05,-0.0449921854720613,0.6572516365877613,0.26587301587301587,0.0008798383908262068,0.6642779850737861,0.32503823556869627,0.0008798383908262068,MeanReversion
PWR,0.27645502645502645,0.0003558801259279309,0.2686894950755878,0.2230091323974362,0.20502645502645503,0.0008707653147104221,0.6574278126063687,0.13133729405942357,0.0008707653147104221,MeanReversion
ADI,0.2698412698412698,-0.00036491532603282617,-0.27551107115478374,0.27704933971449763,0.1984126984126984,0.0008686822347127175,0.6558550872081017,0.1255545524900839,0.0008686822347127175,MeanReversion
ROL,0.2724867724867725,0.0002482750846238614,0.18744768889101537,0.15309420381369312,0.21031746031746032,0.0008636549007886574,0.6520594500954363,0.11485408313762979,0.0008636549007886574,MeanReversion
DELL,0.24206349206349206,0.0008580366603643095,0.6478176785750537,0.1857839990407415,0.20899470899470898,-0.00014786260685264796,-0.1116362681737492,0.3067729435496358,0.0008580366603643095,Momentum
AMAT,0.25,-0.00023584406062081975,-0.17806226576871892,0.5418398377893824,0.20767195767195767,0.0008539087930719325,0.644701138769309,0.2917931300799115,0.0008539087930719325,MeanReversion
L,0.25,-0.0002512639983100917,-0.18970431872411922,0.3553413496126402,0.21428571428571427,0.0008503652980669885,0.6420258000405763,0.17437023791841072,0.0008503652980669885,MeanReversion
MS,0.26587301587301587,0.0003002931018069613,0.22672129186425577,0.13612222834590704,0.23412698412698413,0.0008487598926820793,0.6408137189749699,0.2448862701953018,0.0008487598926820793,MeanReversion
REGN,0.24735449735449735,1.4895767077427293e-06,0.0011246304143457606,0.26745594844951,0.2222222222222222,0.000845762746394422,0.6385508735277886,0.12442248303145231,0.000845762746394422,MeanReversion
DVN,0.25925925925925924,0.0008453659459207605,0.6382512891701742,0.21994706136761172,0.2222222222222222,-2.455835968831874e-05,-0.018541561564680648,0.6183654926049706,0.0008453659459207605,Momentum
SPG,0.2619047619047619,0.0008411400049847843,0.6350607037635121,0.24578596441449985,0.2208994708994709,8.651752848526987e-05,0.06532073400637875,0.4230401332908071,0.0008411400049847843,Momentum
PFG,0.2671957671957672,0.0008408245772052445,0.6348225557899596,0.16046387960455988,0.23677248677248677,0.00033363982840411743,0.25189807044510865,0.2503516822283607,0.0008408245772052445,Momentum
AMD,0.2261904761904762,-0.0005404489842889962,-0.4080389831381922,0.553377938698757,0.24735449735449735,0.0008389860385091365,0.6334344590743981,0.328995828511212,0.0008389860385091365,MeanReversion
DLTR,0.24074074074074073,0.00037694387438930995,0.284592625163929,0.2239638795726003,0.21693121693121692,0.0008384183766674075,0.6330058743838927,0.19316357512360538,0.0008384183766674075,MeanReversion
IVZ,0.24206349206349206,-4.138323307806724e-05,-0.03124434097394077,0.4295855108579813,0.21296296296296297,0.0008381376750787469,0.6327939446844539,0.24462738058663516,0.0008381376750787469,MeanReversion
IRM,0.2751322751322751,0.0008307673078971563,0.627229317462353,0.12938516264581046,0.2261904761904762,0.00023793175245554623,0.1796384731039374,0.24746185519871347,0.0008307673078971563,Momentum
CARR,0.27311522048364156,0.0004092962460801892,0.2873259647482928,0.21450572889537523,0.23186344238975817,0.0008231239863251718,0.5778330384002706,0.1651799206124782,0.0008231239863251718,MeanReversion
PANW,0.27116402116402116,0.0008230274315217637,0.6213857107989316,0.17255486276173515,0.23809523809523808,-0.0003340205725078263,-0.25218553224340884,0.30731671212238415,0.0008230274315217637,Momentum
MCHP,0.2566137566137566,-0.0003432749385693214,-0.25917257861983767,0.31846845396373663,0.2261904761904762,0.0008178681539546726,0.6174904562357778,0.24722827933781688,0.0008178681539546726,MeanReversion
LOW,0.30158730158730157,0.00036286891393823376,0.2739660300233665,0.32152891375825776,0.1984126984126984,0.0008170911284826604,0.6169038020044086,0.2112015347541754,0.0008170911284826604,MeanReversion
ROST,0.27116402116402116,-7.913426193252308e-05,-0.059746367759054925,0.4337207824723105,0.2275132275132275,0.0008148342437692004,0.6151998540457463,0.29997643723306394,0.0008148342437692004,MeanReversion
PNW,0.2619047619047619,0.0001143922237843976,0.08636612895722019,0.26143614460892395,0.2208994708994709,0.0008138082979171894,0.614425264927478,0.10629267177268117,0.0008138082979171894,MeanReversion
ORCL,0.2605820105820106,-5.997688390026146e-05,-0.0452825473446974,0.2367754003099305,0.21957671957671956,0.0008064997673649699,0.6089073243605523,0.20889331648443654,0.0008064997673649699,MeanReversion
CTAS,0.28703703703703703,0.00022277182030136942,0.1681927243275339,0.17430735863281882,0.17857142857142858,0.0008025870620347242,0.6059532318362167,0.1129924665324854,0.0008025870620347242,MeanReversion
CPRT,0.26587301587301587,0.0004955238456233931,0.37412050344566183,0.1466306445270571,0.2208994708994709,0.0007997096884543822,0.6037808147830586,0.15283853112880574,0.0007997096884543822,MeanReversion
PARA,0.2526455026455027,0.0007984237904447174,0.6028099617857616,0.5545957745476041,0.24735449735449735,0.00034667756558097993,0.26174156201363985,0.4669352500749152,0.0007984237904447174,Momentum
CDNS,0.28703703703703703,-0.0002920160413745129,-0.22047211123775723,0.4691720323894017,0.21428571428571427,0.0007922248814551478,0.5981297854986366,0.19458604898280296,0.0007922248814551478,MeanReversion
AAPL,0.24867724867724866,0.00017482582519059596,0.13199349801889995,0.2963744980975417,0.21825396825396826,0.0007909275390015988,0.5971502919462071,0.12910292409640778,0.0007909275390015988,MeanReversion
RCL,0.21296296296296297,0.0007851293163887399,0.5927726338734987,0.24824760458137196,0.2896825396825397,0.00021151087707331343,0.15969071219035164,0.7724731789177494,0.0007851293163887399,Momentum
TJX,0.2526455026455027,8.646103816303837e-05,0.06527808381309397,0.22880720588370043,0.23809523809523808,0.0007846269500562617,0.5923933472924776,0.1192536200103439,0.0007846269500562617,MeanReversion
AXON,0.28835978835978837,0.0007845784780838327,0.5923567509532937,0.2581363728841936,0.21825396825396826,-0.00019666174983062,-0.1484796211221181,0.38138914906492527,0.0007845784780838327,Momentum
AME,0.2962962962962963,0.0007678727337433024,0.5797439139761933,0.1166450050251367,0.21957671957671956,0.00044308783619132164,0.3345313163244478,0.21576088741833827,0.0007678727337433024,Momentum
SYY,0.23809523809523808,0.0005063912282769395,0.38232537734908933,0.3395909342745878,0.24603174603174602,0.0007637157976142932,0.5766054271987914,0.1509061632473609,0.0007637157976142932,MeanReversion
DHR,0.28703703703703703,0.00028310765746468664,0.21374628138583843,0.15268043543093224,0.23412698412698413,0.0007577585105715203,0.5721076754814978,0.13427970500896813,0.0007577585105715203,MeanReversion
CBOE,0.23677248677248677,-0.0007116988286357527,-0.5373326156199932,0.6419996661987469,0.21296296296296297,0.0007574121209879813,0.5718461513459259,0.16213741736980739,0.0007574121209879813,MeanReversion
TPL,0.26322751322751325,0.0003745053920088871,0.2827515709667098,0.5335301751802214,0.2261904761904762,0.0007504515107212876,0.5665908905945721,0.35155219465675086,0.0007504515107212876,MeanReversion
MCK,0.28835978835978837,0.00046651218772797404,0.3522167017346204,0.12323590991845579,0.20767195767195767,0.0007488455880724825,0.5653784189947243,0.1583087166784555,0.0007488455880724825,MeanReversion
BKR,0.25132275132275134,0.0007454709146395367,0.5628305405528502,0.335565954961078,0.22883597883597884,0.00022780101879080802,0.17198976918706005,0.4601241337781865,0.0007454709146395367,Momentum
NXPI,0.2619047619047619,-0.00046584925793907207,-0.35171618974399943,0.5820994549350545,0.2222222222222222,0.0007447852563867942,0.5623128685720296,0.26905051568092436,0.0007447852563867942,MeanReversion
GOOGL,0.27380952380952384,-0.000440986900722346,-0.3329451100453712,0.42522845830712364,0.20899470899470898,0.0007415721468857165,0.559886970898716,0.13257685420984072,0.0007415721468857165,MeanReversion
ANET,0.2552910052910053,0.00016738580627731234,0.12637628373937082,0.20144197100946282,0.2261904761904762,0.0007371985239292364,0.5565848855665735,0.17352295312126104,0.0007371985239292364,MeanReversion
F,0.2222222222222222,0.0004254765735891673,0.3212348130598213,0.26897336089231116,0.25793650793650796,0.0007331924947612465,0.5535603335447411,0.29634932918051565,0.0007331924947612465,MeanReversion
CAT,0.2777777777777778,0.0007319580099607675,0.5526282975203795,0.12152639092747097,0.23015873015873015,3.430055499943547e-05,0.025896919024573778,0.2790618735111695,0.0007319580099607675,Momentum
JKHY,0.27380952380952384,-6.526350589082648e-05,-0.04927394694757399,0.20672950746404756,0.21031746031746032,0.0007288346891098724,0.5502701902779537,0.11194755760082381,0.0007288346891098724,MeanReversion
CRL,0.2526455026455027,0.0007285969949122814,0.5500907311587725,0.15155914168744544,0.22883597883597884,0.00013679764321068924,0.10328222062407039,0.36804913451336796,0.0007285969949122814,Momentum
FFIV,0.24867724867724866,0.0006189377906523921,0.46729803194255604,0.225232695372179,0.25,0.0007278318044106662,0.549513012330053,0.19826297971556742,0.0007278318044106662,MeanReversion
WAT,0.2566137566137566,0.00022139538765918824,0.16715351768268713,0.25295842979705013,0.2261904761904762,0.0007266650007007846,0.5486320755290924,0.16610275676215575,0.0007266650007007846,MeanReversion
ISRG,0.2962962962962963,0.00026916587752539206,0.203220237531671,0.2581649297916378,0.2037037037037037,0.000723512076209537,0.5462516175382004,0.21618634196760872,0.000723512076209537,MeanReversion
TT,0.28835978835978837,0.0005112634282071939,0.3860038882964314,0.24552661015098362,0.20899470899470898,0.0007224594741149447,0.5454569029567833,0.13242815345867348,0.0007224594741149447,MeanReversion
EBAY,0.2552910052910053,0.0007207974164534838,0.5442020494223803,0.19621814127651993,0.22486772486772486,0.00043209101235731673,0.3262287143297741,0.1132033173717876,0.0007207974164534838,Momentum
AJG,0.30423280423280424,0.0006320749707265618,0.47721660289855417,0.13222877138697964,0.18386243386243387,0.0007201667391684112,0.5437258880721505,0.1039235721416574,0.0007201667391684112,MeanReversion
HPE,0.2791005291005291,-0.0004813574230761641,-0.3634248544225039,0.3938306309167979,0.20899470899470898,0.0007167891624936742,0.541175817682724,0.1807292130348347,0.0007167891624936742,MeanReversion
CSGP,0.2328042328042328,0.00017575395793793536,0.1326942382431412,0.22720294269943675,0.2447089947089947,0.0007131454072551146,0.5384247824776115,0.31306463266696877,0.0007131454072551146,MeanReversion
ACGL,0.27645502645502645,0.0005055698773719548,0.3817052574158259,0.2419306243243199,0.20634920634920634,0.0007123668357009904,0.5378369609542477,0.25067542198942516,0.0007123668357009904,MeanReversion
ADM,0.28835978835978837,0.00055718101480434,0.42067166617727664,0.1562357589909934,0.18915343915343916,0.000708074240003127,0.5345960512023609,0.22321074063766072,0.000708074240003127,MeanReversion
FDS,0.2976190476190476,0.00020057830770270647,0.1514366223155434,0.3466717252130283,0.2037037037037037,0.0007072861948643206,0.5340010771225621,0.13989469974993257,0.0007072861948643206,MeanReversion
VRTX,0.2552910052910053,-0.0006442363259425311,-0.48639842608661094,0.5025384164244742,0.2156084656084656,0.0007036166323903437,0.5312305574547095,0.0905892771241757,0.0007036166323903437,MeanReversion
CI,0.2605820105820106,0.0007007002461118134,0.5290286858144191,0.14567851419624034,0.21957671957671956,0.00013010813732534956,0.09823164368063891,0.2628237618082306,0.0007007002461118134,Momentum
ODFL,0.2923280423280423,0.00038072428373339164,0.2874468342187107,0.24529862423743803,0.20634920634920634,0.000700359850567218,0.5287716871782496,0.1605267391235595,0.000700359850567218,MeanReversion
GOOG,0.2804232804232804,-0.00016845255403078713,-0.12718167829324428,0.3780929295980581,0.19576719576719576,0.0007000400545459578,0.5285302411821982,0.14057958050488006,0.0007000400545459578,MeanReversion
ELV,0.25,0.00011577022522149508,0.08740652004222879,0.2726355588418744,0.22354497354497355,0.0006995789833847438,0.5281821324554816,0.17823800336593268,0.0006995789833847438,MeanReversion
MSCI,0.28174603174603174,0.00025905785456537315,0.1955886801968567,0.22691407265292918,0.21031746031746032,0.0006908539046207268,0.5215946979886488,0.28527101698207274,0.0006908539046207268,MeanReversion
LLY,0.27116402116402116,0.00042247766577385113,0.3189706376592576,0.2181391874223912,0.23941798941798942,0.0006901514401290608,0.5210643372974408,0.13583088363237278,0.0006901514401290608,MeanReversion
WYNN,0.21031746031746032,0.0006869152321426702,0.518621000267716,0.23911156383623078,0.2724867724867725,2.0611904133065284e-05,0.01556198762046429,0.7137548991792244,0.0006869152321426702,Momentum
DECK,0.2777777777777778,0.0006841032802024075,0.5164979765528177,0.41272843053156083,0.23412698412698413,0.0004500583707973094,0.3397940699519686,0.47009777338424097,0.0006841032802024075,Momentum
FITB,0.2261904761904762,-0.00010675693791151345,-0.08060148812319265,0.6036453945717793,0.22883597883597884,0.0006823085966431076,0.5151429904655462,0.2670397010391144,0.0006823085966431076,MeanReversion
NTRS,0.24867724867724866,-0.00031879782405116195,-0.24069235715862727,0.34442047127105396,0.23015873015873015,0.0006792694201368852,0.5128484122033483,0.2340350623866202,0.0006792694201368852,MeanReversion
D,0.24338624338624337,-0.00012522408520358725,-0.09454418432870837,0.3254939748126962,0.2275132275132275,0.0006742235112200181,0.5090387509711136,0.18092292886472522,0.0006742235112200181,MeanReversion
NVDA,0.2843915343915344,0.00017867258630376568,0.1348978026593431,0.2856106784541858,0.21296296296296297,0.0006740724745956219,0.5089247183196945,0.19088354499333499,0.0006740724745956219,MeanReversion
VICI,0.25793650793650796,0.00035973920231098186,0.2716030977447913,0.16966087938004915,0.20238095238095238,0.0006710961314889119,0.5066775792741285,0.1669028741538186,0.0006710961314889119,MeanReversion
NOW,0.26587301587301587,-0.0007787104864581736,-0.5879264172759211,0.6821867549282311,0.22354497354497355,0.0006707862854098209,0.5064436454844148,0.5272144370776749,0.0006707862854098209,MeanReversion
PAYC,0.2751322751322751,0.0006701377501997475,0.5059540014008094,0.2894685408995756,0.2261904761904762,0.0006472862947389125,0.48870115252787893,0.3427278068540409,0.0006701377501997475,Momentum
A,0.28703703703703703,0.00029898667548912465,0.2257349399942891,0.12981498828120291,0.20105820105820105,0.0006694004712142345,0.505397355766747,0.10601756884525576,0.0006694004712142345,MeanReversion
WAB,0.26322751322751325,0.0006642667667768237,0.5015214089165019,0.10295986237260751,0.27645502645502645,6.618250923527164e-05,0.04996779447263009,0.2896645659936431,0.0006642667667768237,Momentum
KR,0.2698412698412698,0.0005313189461634076,0.40114580435337277,0.1593705763918091,0.22354497354497355,0.0006628192917050545,0.5004285652373162,0.19349543779211736,0.0006628192917050545,MeanReversion
TER,0.24603174603174602,0.00020757725546311523,0.156720827874652,0.26299325730355655,0.21957671957671956,0.0006616342261843134,0.49953384076915663,0.191647720507586,0.0006616342261843134,MeanReversion
BLK,0.29365079365079366,0.00012343251146144395,0.09319154615339019,0.15818079184957856,0.20502645502645503,0.0006534115150083311,0.49332569383129,0.2294342457592241,0.0006534115150083311,MeanReversion
CTSH,0.23544973544973544,-0.0003523940773029156,-0.2660575283637013,0.45128198774308714,0.24867724867724866,0.0006521290540021443,0.49235743577161895,0.12300951012122019,0.0006521290540021443,MeanReversion
FI,0.24603174603174602,-0.00044392597159772346,-0.3351641085562812,0.33520832558441843,0.21428571428571427,0.0006502018344296896,0.4909023849944157,0.1505576874310428,0.0006502018344296896,MeanReversion
CSCO,0.23544973544973544,-0.0002253297117826041,-0.1701239323958661,0.19813610580753582,0.24074074074074073,0.0006485858081263525,0.4896822851353962,0.15466828883380607,0.0006485858081263525,MeanReversion
MTD,0.3002645502645503,7.68426944443699e-05,0.05801623430549927,0.2167182013565993,0.1917989417989418,0.0006481989781382355,0.48939022849436775,0.14123134510578872,0.0006481989781382355,MeanReversion
URI,0.2791005291005291,0.0006434537161407599,0.4858075556862737,0.1591248133208788,0.22883597883597884,-8.895278608303104e-05,-0.06715935349268844,0.29857950195737437,0.0006434537161407599,Momentum
CMI,0.24735449735449735,-0.000252800835227045,-0.19086463059641895,0.34628710397228374,0.2208994708994709,0.000639537402056852,0.48285073855292326,0.19809189936404958,0.000639537402056852,MeanReversion
ROP,0.2857142857142857,5.789866014627731e-05,0.04371348841043937,0.2515633756387853,0.21957671957671956,0.0006370697161069339,0.4809876356607351,0.14693047704017104,0.0006370697161069339,MeanReversion
HAL,0.23412698412698413,0.0006356631674356923,0.47992569141394775,0.2893602447282471,0.2447089947089947,-0.0007723739352738247,-0.5831423211317376,0.8366797024615726,0.0006356631674356923,Momentum
INTU,0.2777777777777778,0.00015918263010706354,0.12018288573083297,0.2974165320600076,0.21825396825396826,0.0006335946070071796,0.47836392829042057,0.21669958946341433,0.0006335946070071796,MeanReversion
FTV,0.24206349206349206,3.0146042402648215e-05,0.022760262013999402,0.35119683215025715,0.23544973544973544,0.0006317358099373042,0.4769605365026647,0.1337797901859591,0.0006317358099373042,MeanReversion
SCHW,0.24338624338624337,-0.00017061830699639446,-0.12881682178227782,0.3192511969349272,0.23544973544973544,0.000629948208945512,0.47561089775386156,0.24382744490380612,0.000629948208945512,MeanReversion
UHS,0.25396825396825395,0.0002845886459134061,0.2148644276646216,0.17621255947905537,0.23809523809523808,0.0006297269301478609,0.475443832261635,0.1861617606256384,0.0006297269301478609,MeanReversion
PAYX,0.2751322751322751,-0.0001829048589782072,-0.13809316852854644,0.24294199255868093,0.22486772486772486,0.0006296972697773324,0.475421438681886,0.12459076463649679,0.0006296972697773324,MeanReversion
PM,0.2896825396825397,0.0006294662717370906,0.4752470351615034,0.07191541541037091,0.20238095238095238,0.00037350764344144767,0.281998270798293,0.12579444301899262,0.0006294662717370906,Momentum
NSC,0.26455026455026454,8.3329067545701e-06,0.0062913445997004255,0.18674656339142087,0.21693121693121692,0.0006265149239488753,0.4730187675814009,0.22024373393939328,0.0006265149239488753,MeanReversion
WELL,0.24867724867724866,0.0006249878604477473,0.4718658346380492,0.36788550543311066,0.2261904761904762,8.300450824688474e-05,0.06266840372639798,0.6226708729394124,0.0006249878604477473,Momentum
AZO,0.2777777777777778,0.00037583923229714944,0.28375862038434785,0.1114570764104959,0.21296296296296297,0.0006225528895911458,0.4700274316413151,0.09683718192371582,0.0006225528895911458,MeanReversion
INTC,0.2222222222222222,-0.0004964723846313173,-0.3748366503966446,0.45950414352082625,0.24867724867724866,0.0006200877403109644,0.4681662439347781,0.1901329683613946,0.0006200877403109644,MeanReversion
HWM,0.25396825396825395,-0.00022238415121605279,-0.16790003416811985,0.37429495392876566,0.21825396825396826,0.0006195682503446986,0.4677740290102474,0.1632103675444686,0.0006195682503446986,MeanReversion
ETN,0.2566137566137566,0.00014816109502074245,0.11186162674066055,0.26383158240191706,0.20767195767195767,0.0006190135898863742,0.46735526036421254,0.1612879056621301,0.0006190135898863742,MeanReversion
HSY,0.2619047619047619,0.0003655513932966198,0.27599130193894794,0.09176890824024075,0.20238095238095238,0.0006118447318328731,0.4619427725338192,0.1026121258653725,0.0006118447318328731,MeanReversion
ITW,0.2605820105820106,-0.0004038045936821839,-0.3048724682300488,0.36489656561212314,0.2208994708994709,0.0006097200096852743,0.4603386073123821,0.1385243652419269,0.0006097200096852743,MeanReversion
AIG,0.26587301587301587,0.0006092947938820659,0.4600175693809597,0.3156050631164627,0.21031746031746032,0.0002758641973708735,0.2082774690150095,0.24586239715745858,0.0006092947938820659,Momentum
TGT,0.27380952380952384,0.0006090891248943856,0.4598622892952611,0.1994089934883081,0.23809523809523808,0.00015655459334983226,0.11819871797912335,0.3716182948067248,0.0006090891248943856,Momentum
ZBRA,0.24867724867724866,-0.00013071699559410785,-0.09869133167355143,0.4405572870883837,0.24338624338624337,0.0006078814515246598,0.45895049590111814,0.2863986719920683,0.0006078814515246598,MeanReversion
