Ticker,AvgReturn,Volatility,SharpeRatio,MaxDrawdown
FANG,0.002064043574724003,0.039895330410708356,0.05173647024539971,50.06887435913085
TMUS,0.0009535453553394258,0.018455082923092565,0.05166844057613358,46.56246948242186
FTNT,0.0014765015344968449,0.028987472076028947,0.0509358501708685,27.60399627685547
TMO,0.0009483229531269796,0.018656491641564493,0.0508307226967704,179.99963378906244
UPS,0.0009827938807731261,0.019378098547988287,0.05071673458256582,58.527145385742244
CI,0.0010361652776974843,0.020500025669571965,0.05054458440193354,85.48642730712885
AXON,0.0016230041463520567,0.03213875197387198,0.05049991199631894,119.13999176025396
RJF,0.0011436783465617547,0.0226535153527719,0.050485689693269324,28.27267074584961
HUBB,0.0009564900680843088,0.01895197061177261,0.050469161633785724,56.1488037109375
DG,0.0008111098457051048,0.016149573312580143,0.0502248468120993,67.44486999511719
LIN,0.000858750492725711,0.017132718725367594,0.05012342211946784,75.35920715332031
APA,0.002269847902875253,0.04552616989593823,0.04985809058973276,21.907463073730472
JCI,0.0009426590378638467,0.01894536551775953,0.04975670894183546,31.79226303100586
MPWR,0.0015788834101750258,0.03198909356238063,0.04935692870121841,257.3834533691406
CTRA,0.00138086214015593,0.028007251475823045,0.04930373626087316,9.276628494262695
KR,0.0009476004001054105,0.019268014550996845,0.04917997116918233,17.750545501708984
EOG,0.0016036970594920615,0.032662710973059686,0.049098712621092486,41.87451171875
SCHW,0.0011645914162705412,0.023768746488227178,0.04899675365073927,33.444911956787124
COST,0.0007423983062887098,0.015282551977234436,0.04857816334566498,182.5775146484375
HAL,0.0017767949033556834,0.03661023857778164,0.04853273216400183,18.39732551574707
TT,0.0009435445456053323,0.019479448422051345,0.04843794984139337,79.28965759277347
CTAS,0.0009473178490935623,0.01956324738399137,0.048423343553317934,34.86951446533203
PFE,0.0008259925765373641,0.017225506066022914,0.04795171609887408,15.336982727050781
PFG,0.001162352932382166,0.024346833812527783,0.04774144109794152,25.961921691894528
MS,0.0010651606991380663,0.022325733259297566,0.047709998447396096,31.130355834960938
ORCL,0.0008701366011227128,0.018291828915526786,0.047569688364191315,39.69440841674805
MMC,0.0007097386348628417,0.01495613000640337,0.047454698144437875,39.36612701416014
KHC,0.0008013815172470841,0.016887401655409556,0.04745440024459754,9.17669677734375
ERIE,0.0008688635779788763,0.018504071812750905,0.04695526405059422,88.27481079101562
HCA,0.001152352880745234,0.024609495315526215,0.04682553892188966,105.52127075195312
JBL,0.001137705241272328,0.024495915431584508,0.046444691746665455,21.51147651672364
DXCM,0.0013712846743988757,0.0297669082633809,0.04606742031337609,94.82500457763672
MRK,0.0006676225102174929,0.014522385385663701,0.045971959322644106,17.20819091796875
GILD,0.0007310199045172884,0.015955657196720905,0.04581571887039053,20.765953063964844
ULTA,0.001173165029909792,0.025704805459483223,0.045639910862541794,172.8199920654297
PANW,0.0011357678969130896,0.02490103748437315,0.04561126810984683,36.16999816894531
LKQ,0.0010800201898125087,0.023726644023714234,0.04551929841966076,18.292542457580566
OXY,0.001975443217851744,0.04359580446441664,0.04531269102888379,31.200400352478027
DHR,0.0008195740535904592,0.01818160717892391,0.04507709607435079,82.61572265625
CMI,0.0008357878604341926,0.018645070896467105,0.04482620983718324,75.29350280761719
CAH,0.0008798552811494184,0.019797579578113265,0.04444256822799294,16.64952850341797
APH,0.0007900987879332071,0.017828257271918696,0.04431721933796033,12.210783004760746
HWM,0.001246420271920323,0.028170435201581866,0.04424568747345204,16.71373748779297
WRB,0.0008130357965141927,0.018375873262499304,0.04424474335994695,14.352142333984375
AAPL,0.0009451223139362999,0.021371549081219052,0.0442233883161449,54.15597534179686
MET,0.0009525002953602117,0.021580855862284816,0.044136354064846076,24.043716430664062
HUM,0.0008489393022577396,0.01935784381286244,0.04385505485345721,158.35165405273438
JBHT,0.0008787470650407829,0.02007899050370098,0.04376450424033077,60.69471740722656
TRV,0.000779374211661117,0.01787381333200961,0.04360424925471063,49.27458190917969
DELL,0.0010159453104170014,0.02335719234953969,0.04349603733245888,24.37950515747071
PEP,0.0005543940482095517,0.012745898428542993,0.0434958784049345,35.97045135498047
MNST,0.0007404833075849595,0.017047718862361505,0.04343591735430492,13.150001525878906
DLTR,0.001002363287992941,0.02311003837043878,0.04337350167601256,46.20000457763673
MSCI,0.000999786808346628,0.02306321678557141,0.04334984220293611,283.36688232421875
RSG,0.0006089938337780489,0.01408461184867725,0.04323824045142162,31.578334808349616
CB,0.000800524763517345,0.01855412443353307,0.04314538076884663,63.98051452636719
GD,0.0006928399264223589,0.016066539984241335,0.043123157014635524,72.6808090209961
AFL,0.0008116422875529474,0.018895250990889158,0.042954829652397955,24.269861221313477
DGX,0.0007177290143952179,0.01679121013019108,0.042744329255026144,45.90935516357422
IPG,0.0010152537709214324,0.023909125529904887,0.042463023988542806,11.666854858398438
VLO,0.0013561078912786252,0.03200289651897003,0.042374536019724934,41.85686492919922
NOC,0.0007372533850737475,0.017592888116901174,0.04190633056805956,94.69290161132818
MSI,0.0007662328713315298,0.018310727811124382,0.04184611770953296,71.20115661621094
WSM,0.0013236153733165903,0.031651284221618954,0.04181869411834209,53.28804016113279
AME,0.0007027287842333454,0.016811266521859193,0.041801061408407746,41.84481048583986
SLB,0.0013972951660913048,0.03347300208002441,0.0417439452473002,20.586342811584473
CMG,0.0009460864894208534,0.022701020292247232,0.04167594571702829,14.800800323486328
HD,0.0007341929799002937,0.017654688869838352,0.04158628822706724,132.22686767578125
PM,0.0006429147351969926,0.015616173768391485,0.04116979900020764,21.459495544433594
SNA,0.0008136734707912195,0.019767732318755893,0.041161700172315414,58.12469482421875
AES,0.0009637456204842562,0.02349264300488411,0.0410232948367663,9.40726089477539
AMAT,0.0012337475504406868,0.030173623993973143,0.04088827880559241,88.98326110839844
EPAM,0.0012992087527201558,0.03177863648817692,0.04088308676187286,542.6899871826172
PAYX,0.0007235907650938574,0.017728692444184884,0.04081467188693882,34.0280647277832
ADP,0.0007194389278714874,0.017667365649506675,0.04072134703860483,63.66124725341797
GS,0.0008400756586926049,0.02068549652000806,0.04061181987485973,126.4061279296875
TTD,0.0018840904914367417,0.046454126727903444,0.040558086528511395,71.75
KKR,0.0010265374371449766,0.025328875577005867,0.040528346156703886,38.59666061401367
EXPD,0.0006861348635581149,0.016931652902492624,0.040523796909225814,46.290771484375
ADI,0.0008984280784626727,0.0221994098721327,0.040470809072744085,46.34831237792969
VICI,0.0008422686767181916,0.020923377020791046,0.04025491085312136,12.670141220092777
CRWD,0.0014470681045501868,0.036282618466546054,0.03988323240464131,193.2199935913086
PH,0.0008957657511019891,0.022477007382892735,0.03985253623148057,109.08153533935541
PSA,0.0006519450952073839,0.016375116749664,0.039813157070819734,111.36067199707031
FAST,0.0006812663620540454,0.017150416436894276,0.03972302156981409,8.701622009277344
TECH,0.0009048738950560135,0.022811787137800695,0.03966694453134605,62.91108703613281
RF,0.0010853180926289,0.02736622128901971,0.03965904101873092,7.304857730865476
EXR,0.0007442137065598329,0.018766334715202754,0.03965684923848979,66.25138854980463
WAT,0.0007678212981419994,0.019361999825196118,0.03965609467379603,155.17001342773443
ROL,0.0007387433135646468,0.01869868550698546,0.03950776717907079,12.011098861694336
TXT,0.0010049897732320122,0.025475562355179025,0.03944916933414441,29.048526763916016
CVS,0.0006750281134294464,0.017124439637997244,0.039418989917289524,19.4632568359375
EXC,0.0006840802968071416,0.017370829738294867,0.039380979902131685,12.503440856933594
IEX,0.0006499539029818206,0.016592903832142448,0.039170594222500216,62.44879150390625
APO,0.001048304789353739,0.026770874611023517,0.03915840646170281,29.741901397705078
NDSN,0.0007248107407754169,0.018538275583586113,0.03909806699697399,74.66255187988281
TPR,0.0012849220905717398,0.03295441113360459,0.0389908982248955,19.662862777709957
WM,0.0005343197411146483,0.013719460367177822,0.0389461193672708,34.682380676269545
WST,0.0008183718605379399,0.02108751892054576,0.03880835216420803,259.17420959472656
PCAR,0.0006655520836039809,0.01717495790496118,0.03875130799661108,15.298864364624023
FDS,0.0006986946785371363,0.018202607006545985,0.038384319250856384,134.29586791992188
FICO,0.0009741979623476442,0.02565555832339341,0.03797219885327325,219.77999877929688
MCD,0.0005134540584781998,0.013532665125626446,0.037941828435988235,70.00791931152344
DHI,0.0010170623364783482,0.026908141580409536,0.03779756894169236,46.9227523803711
ACGL,0.0007797330921205335,0.020647714481463318,0.03776365141142117,24.66630935668946
AON,0.0006523531180081826,0.017327050951689342,0.03764940264947855,87.94960021972659
EMR,0.0007403103761303854,0.019798704278764106,0.03739185987663016,33.09446334838867
DDOG,0.001448603373580252,0.03916396353875903,0.03698817082562714,129.33999633789057
BLK,0.0007481439422119078,0.020238740475347017,0.03696593387929591,387.6793212890625
MSFT,0.0007277367781800448,0.019722628104875534,0.03689857022655842,123.55911254882812
RVTY,0.0007779507528651966,0.021122772026616228,0.03682995545683692,83.15944671630857
HIG,0.0008212628313407425,0.022429727785963294,0.036614926368152154,29.768795013427734
PKG,0.0006957869324107331,0.01905750863156628,0.036509857918062424,47.90101623535155
KDP,0.0005215225121343083,0.014304622896448979,0.03645831951737592,8.698488235473633
ROK,0.00074273593544134,0.020399512285132548,0.03640949474966891,148.16990661621094
IR,0.0008121994121652064,0.02234575148925466,0.03634692762764172,21.885501861572266
PG,0.00046134591314297,0.012695805094627765,0.03633845271759793,35.77712249755861
TXN,0.0007250419026162492,0.020001585519526573,0.03624922143839177,44.362213134765625
BKR,0.0010792491805583452,0.03013618843612759,0.035812398201775564,16.54376792907715
JNJ,0.0004207741204991752,0.011778083225932753,0.035725178064009856,36.082572937011705
APD,0.0006374771829664156,0.017844305831978734,0.03572440356990488,86.42195129394531
ITW,0.0005737537018114969,0.016290061494733638,0.03522108875997699,63.94606018066409
PODD,0.0010171270128938148,0.028902630917208186,0.035191502663109914,131.89001464843747
HOLX,0.0006886533760677865,0.01959176515719254,0.03515014448889347,24.940000534057617
AVY,0.0007224660412406146,0.020644182382048,0.0349961082434955,67.90408325195312
TGT,0.000712687080786494,0.02037677123213472,0.034975466557850304,112.49459075927734
IDXX,0.0007851329472172288,0.02250029479631868,0.03489434046640518,381.1199951171875
MCHP,0.0009882199265289146,0.028453297808093813,0.03473129663893673,30.24007797241211
CDW,0.0007117298442610951,0.02061955464143544,0.03451722680910181,54.85192108154297
AIG,0.0008838316617726582,0.025709424318593858,0.03437773054814936,30.671682357788086
LH,0.0006577211174720664,0.01918494920584458,0.03428318263525532,89.71504211425776
LEN,0.0009804268614836858,0.02866688624916847,0.03420067505629861,47.401592254638686
XYL,0.0006859928611786802,0.020110417616994922,0.034111318533681816,61.59740447998047
GEN,0.000682218600083534,0.020108482209495758,0.03392690671409165,9.534271240234379
ISRG,0.0007732240196832283,0.022915852351611195,0.03374188347084823,182.36001586914068
LRCX,0.001052316955252865,0.03128065244609312,0.03364114470010989,39.46853828430176
POOL,0.0007745568929819035,0.02304381304720166,0.03361235796329993,278.6146545410156
CRL,0.0008112118512149555,0.024234045002272865,0.03347405895874475,275.85998535156256
DD,0.0007387780258756077,0.022136796512229325,0.03337330338052639,31.894866943359375
NWSA,0.0007414849444213248,0.02227394248202046,0.03328934448941187,12.004732131958008
ACN,0.0006052716926142689,0.01818812443568276,0.033278400681425055,152.59376525878906
INTU,0.000803367038937829,0.02415285410157722,0.03326178494513275,332.3574523925781
TJX,0.0007208678585102053,0.02170651321734932,0.03320974913345543,25.35780334472657
AOS,0.0006560447058414195,0.019759413021364663,0.03320162927573192,34.24142837524413
PTC,0.000807849767176735,0.024378650410133474,0.03313759185130839,55.069999694824205
BX,0.000858203634780303,0.025968979294911897,0.03304726092751943,64.61775970458984
DRI,0.0009020020703984905,0.02732761694656943,0.03300697869712065,75.78450775146484
HPQ,0.0008187611579911182,0.024840631682481195,0.0329605610862363,13.614278793334961
NEE,0.0005884507980399463,0.017904402480401628,0.03286626284703282,22.276905059814453
CHRW,0.0005962824790979367,0.0181809871490331,0.03279703539802833,28.64380645751953
WMT,0.00046497521414103494,0.014180015038748285,0.03279088300473903,13.09632873535157
NWS,0.0007357067977039704,0.02255650501719643,0.032616169798605266,10.0759334564209
YUM,0.0005124292179575059,0.015886525483319452,0.03225558782476047,45.12700653076171
IQV,0.0006525220394284794,0.020589858300446295,0.03169142933899335,110.74998474121094
F,0.000917397095536992,0.029178702077840197,0.03144064095413313,10.798837661743164
OKE,0.0009042861091844636,0.02905225098633375,0.031126197746599464,42.82501411437988
STZ,0.0005279172232044342,0.01696936794944984,0.031110010978431857,94.09483337402341
HON,0.0005359595378480492,0.017259043422382554,0.03105383796375325,68.14118957519531
SHW,0.000572607478420397,0.018446702842953848,0.031041182985127223,144.4833526611328
WAB,0.0007035182916232952,0.022796685953346756,0.030860551093393133,38.82776641845703
BRO,0.0005336576729691584,0.017299044274370054,0.03084896856179597,19.574119567871094
ABT,0.0005238020534492948,0.016982318258898087,0.030843966381023536,41.753150939941406
RMD,0.0006219290799251998,0.02019472751438143,0.030796606662917368,101.29869079589841
CAG,0.0004721922815560402,0.01534475152656821,0.03077223379853868,7.030210494995121
FITB,0.0008403185253755354,0.027412202265480273,0.03065490752028101,16.081905364990234
AMGN,0.00047958356217840843,0.01570015925432788,0.03054641385540132,48.213119506835966
EG,0.0006078196011210242,0.019908953939297636,0.030529961693329794,113.92219543457031
CNP,0.0005765456278999119,0.019003319833218207,0.030339205620909346,12.78111457824707
AMD,0.0010057404463019535,0.03334263443999531,0.030163796688348753,105.97000503540039
PRU,0.0007122386800873337,0.023642198966226026,0.03012573750456967,42.102155685424805
MLM,0.0006825379772643277,0.022673316270789078,0.03010313838137865,141.49435424804688
QCOM,0.0008054162598645794,0.02676403074318847,0.030093234744529664,77.4874038696289
LULU,0.0007807856646477116,0.02601961318174638,0.030007581557571297,220.39999389648438
CPB,0.0004568428666261507,0.015268178296989416,0.02992124258309396,10.373828887939453
PLD,0.0005623560920520632,0.01894338850042476,0.02968614047267487,65.94673156738281
KIM,0.0007882704771380661,0.026603063065055336,0.02963081639172239,9.24655532836914
EFX,0.0006381536397521365,0.021596974976095293,0.02954828814954315,142.35313415527344
EMN,0.0006636137597557517,0.022614132143650666,0.029345090739733445,48.67046356201173
CL,0.0003678383847196419,0.012583435230319151,0.02923195280040492,15.354610443115234
AMCR,0.0005271980463775044,0.018093036172014992,0.029138174564252318,3.8967995643615723
MAA,0.0005074940227276448,0.017422291724551918,0.02912900499837641,72.68975830078125
IBM,0.0004904679181264425,0.016848946053250075,0.02910970909256569,45.427490234375
CNC,0.0006713906049376912,0.023065568197592548,0.0291079152781403,23.459999084472656
MDLZ,0.00038239124911038807,0.013288519836802903,0.02877606037441021,15.566753387451172
VMC,0.0006253524829687282,0.021757052434212616,0.02874251854012042,68.13572692871094
CBRE,0.0006904851758836467,0.024041085188675735,0.02872104859097174,42.79000091552733
CSX,0.0005210724150892269,0.018231981218394276,0.028580131190762532,10.630578994750977
TER,0.000841164823707863,0.029496470303037925,0.02851747395759516,95.47026824951172
DPZ,0.0005623599175173353,0.019723008274591378,0.02851288757211589,247.90963745117188
BMY,0.000386039941693357,0.0135486964002628,0.028492773790832683,16.87466049194336
TEL,0.0005839404836707031,0.02057248636018105,0.028384536193007064,53.407142639160156
EL,0.0006144302088489145,0.021665708637812312,0.028359571298608416,170.53384399414062
GLW,0.0005976644532142538,0.02107713426999982,0.028356058539938264,14.17855453491211
PSX,0.0008083913230034028,0.028653736673031716,0.02821242242252625,39.46284103393555
NXPI,0.000798706615576684,0.02837154583111176,0.02815167775246267,91.70538330078125
MGM,0.0009935008599734584,0.03540105252273146,0.028064161632920914,26.246634006500244
VRTX,0.0005678465438596641,0.0203851107216735,0.027855946019264357,126.09001159667969
LYB,0.0007395879256498767,0.026559255358686897,0.027846711651423436,35.524085998535156
LMT,0.0004477297785835635,0.016242163425749308,0.02756589543199404,139.1328582763672
DUK,0.0004030907243609093,0.014712103654757194,0.027398578328434287,30.708045959472656
CFG,0.0007723019733677089,0.02835259394700552,0.02723919987043288,18.948598861694336
ALL,0.00048479001900360503,0.017839366625351107,0.027175293225639597,45.42053985595703
DOW,0.0006419125254327543,0.023633840866418915,0.02716073654980225,21.72467803955078
STE,0.0004953914904148505,0.018330910695647556,0.0270249252009326,88.68742370605469
FDX,0.0006364302348973298,0.02358210625159782,0.026987845280113942,156.12727355957026
SBUX,0.0005377603130725299,0.020001228878917775,0.02688636364935328,49.96702575683595
NSC,0.0005046827613775605,0.018847776955820347,0.02677677916926486,83.86032104492188
KO,0.00035579151205511337,0.013342872650588434,0.026665285757593034,18.77434730529785
HPE,0.0006231837384160361,0.02344107037193288,0.026585122971270286,5.9408764839172346
MO,0.0004205856358525387,0.01587622768062206,0.026491534658821383,11.1904296875
WY,0.0006295226973709158,0.02390670535389902,0.026332474008939292,14.085230827331543
NKE,0.0005646078698171742,0.021455639860295726,0.02631512616232887,88.68242645263672
AEE,0.00039839978546817175,0.015171165809844319,0.026260327680925927,21.629558563232422
IVZ,0.0007998140116448109,0.030468876510042747,0.02625019702912862,12.490776062011715
UNP,0.0004453205722559792,0.017027994969443693,0.026152261206037218,81.63961791992188
DOV,0.00046840872599004555,0.018074284992651072,0.02591575413248704,62.15806579589844
REG,0.0005990040324516728,0.023641353481591975,0.02533712940412144,25.144996643066406
OMC,0.0005318202262666693,0.02099435269628401,0.025331584829514708,26.348239898681634
HBAN,0.0006612621059323618,0.02615128936892883,0.0252860230562103,5.525892734527588
GOOG,0.0005079234039434031,0.020146441136464112,0.02521156965157909,66.82179260253906
EBAY,0.0005576979805362515,0.022277437977919687,0.02503420640600659,40.17465591430664
SPG,0.0007469407379340015,0.029901597914987418,0.024979960604701208,73.07975387573244
SYK,0.0004888058309360571,0.019684899265386524,0.024831512945334807,92.93634796142578
GOOGL,0.000503805156503703,0.02029859673252703,0.02481970370377336,66.0125961303711
NVR,0.0005844587469595479,0.023575048729000573,0.024791412042367605,2289.330078125
DTE,0.00039151521512081113,0.015835195242627408,0.02472436930028342,40.48093032836913
AWK,0.00041275783515689436,0.016708651232880706,0.024703240818423115,56.702919006347656
AXP,0.0006019612490150239,0.02444880546888381,0.024621294884167033,63.154640197753906
CPRT,0.0004854363377249286,0.019726427601672168,0.024608426194907138,14.080001831054688
NTAP,0.0005606320672296613,0.023091905769229214,0.024278293564523528,33.07400131225586
SO,0.0003706599306233339,0.015267559397518744,0.02427761510353599,21.657386779785156
CZR,0.0011128569771761288,0.04586291665015203,0.024264854014085905,87.22999954223631
WTW,0.00042971553037376834,0.01774067694673055,0.024222048102451984,72.46636962890625
TRMB,0.0005832829088494942,0.024230858663896664,0.02407190421685593,47.18000030517578
JKHY,0.0004134566311440212,0.01727981074553761,0.02392715043194518,50.43536376953122
APTV,0.0007080378527292619,0.02987537742167876,0.023699712399799896,99.90999603271484
GL,0.0004629196258263592,0.01972003381210859,0.023474585806344567,50.53471755981447
PNC,0.0005196913495725649,0.022149274743849375,0.023463131663797605,66.53398132324219
L,0.00047067556847786785,0.02013976845187031,0.02337045580254215,26.32239151000977
PCG,0.0006250021773813464,0.027030593732217712,0.023122029193032766,10.73725700378418
SYF,0.000687218230805061,0.029757457100256096,0.02309398375303872,22.112779617309577
SPGI,0.00042497235279349437,0.0185898438199529,0.022860458479880393,184.80001831054688
CSGP,0.0005317653952881367,0.02342775244092933,0.02269809691001851,46.469997406005845
HLT,0.0005343144302146647,0.023683108837139845,0.022560992050872686,56.93595123291014
RTX,0.0004622539612352872,0.020534190919353712,0.022511428039738712,44.64702606201172
K,0.0003154734228639602,0.014078263492011505,0.022408546554265784,12.254806518554688
BEN,0.0005723715087044247,0.02569971580662982,0.022271511210904853,12.975160598754883
NOW,0.0006319387188064386,0.02857221771707271,0.022117244277780976,359.969970703125
TKO,0.0004911144198683447,0.022215148215374438,0.022107186281496837,18.31230926513672
CHD,0.00032024724646948015,0.014548666519483968,0.022012137403836726,31.6974639892578
ED,0.0003289879157233237,0.014946043498405486,0.022011706024970535,23.902359008789062
NEM,0.00048546648500394493,0.022310386082474536,0.021759663109787827,42.01788330078124
KEY,0.0005905973520825325,0.02750265420751725,0.021474194731398163,9.12941074371338
BIIB,0.0005960441187892803,0.028074112766674254,0.02123109370340716,227.1699981689453
PEG,0.00034052020210970167,0.01611551366484585,0.021129962667743415,18.86769676208496
ROP,0.0003458582224946373,0.016387664755255056,0.021104789953903007,134.3366088867188
FFIV,0.0004420411769874658,0.021006549692825106,0.021043016747221806,113.52999877929688
EQIX,0.0004182355825146723,0.01991160803813461,0.02100461106474523,340.9303894042969
STT,0.000529966964974179,0.025589453911398292,0.02071036634111665,38.14696121215822
SBAC,0.0003910279772428433,0.01902738642776781,0.020550798120765164,137.2951812744141
CPT,0.0003576724969592402,0.01766202912348796,0.0202509289537739,59.270263671875
XEL,0.0003002077577882243,0.015104659280605724,0.01987517574618111,17.594074249267585
MCO,0.0003883737447338251,0.019662917610245446,0.01975158277281604,163.7758331298828
PHM,0.0005478010381202258,0.028036784619200276,0.019538654148845522,27.54108238220215
MAR,0.0005216058980657446,0.026742367509729744,0.01950485116457873,88.0624008178711
HSIC,0.0003724432199721836,0.019196192664837273,0.019401931751519063,30.529998779296875
XYZ,0.0008168114237186088,0.042658551889404574,0.019147659438516627,230.2999992370605
CSCO,0.00033070189123011686,0.017321180093354947,0.019092341829352984,20.959941864013672
LYV,0.0005849284462603838,0.03085601808158224,0.018956705454146846,59.83000183105469
GDDY,0.00045510827351351297,0.02401620278839395,0.018950051243465025,36.470001220703125
ROST,0.00048596764881797815,0.02571819942305028,0.01889586595173623,60.31344985961914
UHS,0.00046599542561079013,0.024662511833072106,0.018894889083677858,73.005126953125
JPM,0.00038678750749081807,0.02048085027968207,0.018885324691549975,60.255104064941406
BKNG,0.0004786089671238819,0.025427969212548057,0.01882214671267183,1055.2708740234375
TDY,0.00037202325442307877,0.019903267841207634,0.01869156650009219,192.8800048828125
MA,0.0003990401331112507,0.021396819901064214,0.01864950656015026,136.94267272949213
BAC,0.0004242598797474573,0.022752017428089067,0.018647132329622635,17.43351173400879
TDG,0.00046527060123101104,0.024985118061474708,0.01862190925358986,364.09283447265625
BK,0.0003846218558729143,0.020889416538615833,0.018412283328349963,23.14252471923828
VRSK,0.00030706823720350713,0.01672779350085986,0.01835676876258204,69.3819580078125
